idmeter,r_entr_d2d_median,r_entr_d2d_morn_median,r_entr_d2d_daytime_median,r_entr_d2d_pre-peak_median,r_entr_d2d_peak_median,r_entr_d2d_post-peak_median,r_entr_d2mean_median,r_entr_d2mean_morn_median,r_entr_d2mean_daytime_median,r_entr_d2mean_pre-peak_median,r_entr_d2mean_peak_median,r_entr_d2mean_post-peak_median,daily_mean,total_cons
22825692.0,0.089530211,0.0034621089999999997,0.046059752999999995,0.0310907095,0.035848545499999995,0.0020034995,0.7691445195,0.0289534205,0.09973459949999999,0.1304943655,0.045716718,0.015903334999999998,14.03599233,5488.073
23257449.0,6.624729018,0.591758855,0.121711247,0.101945788,0.324327827,0.147303258,0.753777162,0.091354034,0.0758346705,0.0622272535,0.083192958,0.0151451925,13.95039642,5454.605
22826385.0,2.098013821,0.998416015,0.831633136,0.064386106,0.277076763,0.137926226,0.723616607,0.19370289,0.032874949,0.06381751,0.07716905,0.123119223,13.41935946,4965.163
22953975.0,0.516211336,0.170189682,0.104916606,0.056749652,0.06809520399999999,0.0074434045,0.4703643745,0.3022488325,0.042014269,0.0530259375,0.057495184000000005,0.0077040245,13.33891774,5188.839
22814096.0,0.460755468,0.037928138,0.038010419,0.02349612,0.063403594,0.00608772,0.61025535,0.026681201,0.031751633,0.033264259,0.304058789,0.011693067,13.21104359,5152.307
23256777.0,1.023953523,0.741079439,0.134086074,0.061631408,1.243071844,0.015074267,0.860629925,0.150594524,0.200150192,0.050496365,0.049013755,0.001060308,13.19042308,5144.265
22953685.0,3.824850213,0.066054199,0.041888752,0.04687744,3.713316955,0.0,0.800920752,0.03969629,0.108772783,0.112447693,0.041186528,0.0,13.10375515,5084.257
22823091.0,0.09262538349999999,0.0307295125,0.030750316,0.031540525,0.038825288,0.0144470295,0.1488478795,0.034133847999999994,0.0408990905,0.0404379365,0.025827663,0.0326221545,12.95881714,5066.8975
22819991.0,5.373757723,0.0,0.043949552,0.049174556,0.254851322,0.000736943,0.91514127,0.0,0.064324374,0.138161829,0.123774272,0.003342124,12.68895769,4948.6935
22813616.0,0.145461351,0.033014464,0.033221258,0.036298754,0.047983708,0.002897453,0.602619353,0.111067421,0.016723085,0.032544674,0.191666574,0.013802979,12.54749487,4893.523
22830145.0,0.172811038,0.006977654,0.037846147,0.007758241,0.047087898,0.004776767,0.966581502,0.03561634,0.394236497,0.04845442,0.233084565,0.010556109,12.28013333,4789.252
22818012.0,0.65300695,0.107251517,0.052187779,0.075211515,0.060054011,0.01509808,0.610363308,0.23420712,0.040730069,0.058188625,0.048898094,0.017679855,11.95873711,4639.99
22825393.0,0.631811525,0.000908005,0.0605453495,0.051289908499999995,0.10421474,0.0024712084999999996,0.9866022505,0.0081031615,0.149703997,0.213296716,0.08409242650000001,0.004966429,11.9541359,4662.113
22827525.0,0.551519044,0.026201352,0.112207825,0.070381842,0.122712593,0.016474701,0.5793540930000001,0.031920501500000004,0.0807881855,0.0537969,0.151349727,0.0141692905,11.66524103,4549.444
22818050.0,0.1617920745,0.02921117,0.0444329995,0.049711553,0.0336217145,0.0082756945,0.5494562725000001,0.043203679,0.079666925,0.09758494200000001,0.0506745965,0.0175029775,10.9757289,4291.51
22830738.0,0.123279036,0.035452007,0.020989186,0.018479632,0.045018727,0.002184153,0.398891793,0.060712545,0.062185483,0.022993931,0.188190013,0.016678779,10.95388411,4206.2915
22818917.0,0.477522172,0.065535766,0.0503568425,0.041391042,0.091836766,0.035921429500000004,0.48866576100000003,0.031271601499999996,0.047387823499999995,0.050085362999999994,0.06637210099999999,0.022088311,10.66671594,4149.3525
22818753.0,0.670939961,0.008986412,0.070051151,0.118622111,0.087513956,0.001484871,0.944928367,0.025839082,0.084545192,0.182484354,0.100207935,0.009809131,10.51229337,4120.819
22818729.0,0.220174639,0.054239714,0.031691666,0.044253468,0.057487453,0.014525697,0.235557626,0.169409517,0.041792265,0.036516726,0.041890792,0.01695904,10.45886352,4099.8745
22818049.0,0.411361828,0.029370719,0.051822162500000005,0.050390192,0.0530209495,0.012844086000000001,0.3721439395,0.0421055885,0.074704652,0.0587228735,0.0441330245,0.017806751,10.40798701,4007.075
23257293.0,1.10256382,0.106789656,0.042614918,0.041691011,1.112359385,0.017120674,0.4197106665,0.1473214,0.031516957,0.026093193,0.062484697,0.016338379,10.30674359,4019.63
23257358.0,2.172444479,0.169698527,1.476599986,0.1429413115,0.803004197,0.542484644,0.715728649,0.086703908,0.05983091,0.09607035050000001,0.0568029125,0.0139133405,10.29902813,4026.92
23257316.0,0.924308525,0.098193117,0.070905781,0.046209203,0.13885688,0.072378192,0.847726931,0.255288041,0.081819827,0.069337031,0.011643526,0.001657578,10.10815385,3942.18
22953726.0,4.301596498,0.5219756835,0.094141142,0.0634266545,0.182999926,0.06889026549999999,1.000308401,0.025953868,0.149571731,0.071552936,0.047172915,0.011560182,10.0487289,3929.053
22816079.0,9.529557448,9.529557448,0.0335743495,0.033229231,0.950825633,4.264209149,0.784062314,0.017429254,0.069828461,0.108294362,0.05863103,0.003291515,9.812846547,3836.823
22817207.0,0.256436939,0.028288223,0.053763802,0.05185942,0.063943605,0.012015445,0.492217766,0.028885831,0.081853345,0.087137593,0.061729133,0.017363206,9.798581633,3841.044
23257394.0,3.290499128,0.603272792,0.052116419,0.077314569,0.647054258,0.021446124,0.8685208175000001,0.13114922699999998,0.08256916950000001,0.121896951,0.017584157500000003,0.017389856000000002,9.721551282,3791.405
22819581.0,0.397747043,0.024690969,0.067025389,0.071667295,0.094013255,0.007960426,0.780988994,0.029675682,0.111623153,0.114297472,0.087426498,0.010667109,9.590548469,3759.495
22819551.0,0.617551458,0.028343204,0.134077428,0.018373575,0.108825825,0.007368238,0.635605398,0.038878479,0.091321072,0.065251039,0.18718909,0.015961643,9.392867949,3663.2185
22823753.0,0.358836296,0.041310084,0.079381106,0.056301115,0.092689793,0.026274438,0.367767871,0.040162904,0.061012216,0.047892383,0.04545372,0.018960478,9.388280612,3680.206
22953836.0,0.1170071955,0.0274077135,0.037960254,0.042882262000000004,0.039739233,0.022306384999999998,0.244068002,0.035965187,0.0392618475,0.0710017535,0.023574029,0.0234349815,9.367276215,3662.605
22953687.0,1.173033757,0.23313905750000002,0.099247478,0.1081626455,0.153804235,0.040858395500000005,0.44735363699999997,0.0868791505,0.061962447,0.0570668575,0.050351480500000004,0.022554842,9.065264103,3535.453
23256881.0,0.273734729,0.030134385,0.043690077,0.041824562,0.047576043,0.043010617,0.283849951,0.025098429,0.058674415,0.0505956,0.03406215,0.109325749,8.804679487,3433.825
22821688.0,0.334003671,0.012074685,0.079386714,0.065450925,0.069360896,0.00351718,0.862528259,0.02594282,0.142938172,0.190159179,0.037452792,0.014478914,8.79618863,3404.125
22818168.0,0.4041118495,0.0388665365,0.0513549705,0.054672861,0.079398312,0.0346303025,0.481115281,0.035887195499999996,0.047252908499999996,0.1052387605,0.100349307,0.0355229765,8.731227621,3413.91
22818988.0,0.2053828395,0.021415036,0.0541345085,0.052054752499999996,0.041554967,0.012935702,0.35955302450000004,0.033994249000000004,0.0745766705,0.101434621,0.0745373915,0.0149166685,8.654162404,3383.7775
22826579.0,4.207895706,0.4479462315,0.0484508595,0.046167669,0.070117641,0.048029997500000005,0.7206098085,0.046658331,0.077166226,0.1024640875,0.025402388499999998,0.012635875500000001,8.539167519,3338.8145
22820218.0,0.6759527000000001,0.046639785,0.052871039,0.057942476,0.199744688,0.024359782,0.6973666985,0.021575885,0.02994192,0.1231346345,0.100866077,0.010995672500000001,8.494872123,3321.495
22830806.0,2.635218336,0.052018266,0.070974532,0.064627106,0.1058763,0.0058025985000000006,0.5719308670000001,0.016819841000000002,0.0377051565,0.0374132235,0.1713930525,0.011862241499999999,8.259314621,3163.3175
22953747.0,0.356639831,0.033553516,0.140454879,0.017922584,0.041031923,0.009918676,0.297210554,0.051741996,0.093380749,0.060800393,0.045126817,0.035483301,8.207066667,3200.756
23257083.0,1.793074355,0.1320012535,0.0946936145,0.072374127,0.194974249,0.02888106,0.567007613,0.037180659500000005,0.101697765,0.0579882695,0.042970862,0.016446759499999998,8.155230179,3188.695
22828217.0,2.860599541,0.041927056,0.019737179,0.015017779,0.027062561,0.021636572,0.433218961,0.04324003,0.032458897,0.013892427,0.131049853,0.002545146,8.132420513,3171.644
22827957.0,0.4617359685,0.0575853645,0.0978997905,0.02858492,0.0668437915,0.031862337500000004,0.302728696,0.0550650505,0.072295147,0.0624873675,0.068639888,0.0878355905,8.075136829,3157.3785
23257027.0,0.16441829,0.034470902,0.031926537,0.028290666,0.052516943,0.005828991,0.442698705,0.080910464,0.029868243,0.044870955,0.043217366,0.016826332,8.060205128,3143.48
22821247.0,0.218470649,0.023834006,0.048761309,0.035459251,0.034728182,0.002386648,0.880401986,0.023812923,0.140760877,0.195873854,0.02324095,0.015891714,7.999719231,3119.8905
22818935.0,0.158459159,0.008133857,0.044886631,0.040518882,0.041999404,0.005817411,0.638855828,0.036578734,0.095702392,0.143845539,0.0197041,0.01720812,7.831960256,3054.4645
22818781.0,0.239508709,0.020851615,0.059973031,0.053954516,0.030582182,0.00555339,0.436264162,0.031838116,0.083604506,0.059095536,0.020966937,0.014881264,7.818826816,2799.14
22827509.0,4.783460121,0.076193236,0.114292312,0.184200193,0.158991073,0.014473894,1.0925565595000002,0.1883357085,0.18296820600000002,0.030818651,0.018971541,0.0011230749999999999,7.705485897,3005.1395
22818686.0,0.170188109,0.0447904315,0.039045421999999996,0.029005990000000002,0.054149899,0.013507558499999999,0.43692686950000004,0.07826126550000001,0.031403682,0.0287772695,0.037925178500000004,0.011740054,7.701132992,3011.143
22822486.0,0.9615722115,0.0133687725,0.0619030015,0.0644525985,0.0574077635,0.0084393385,0.823928577,0.0289178735,0.1545159705,0.1335912,0.0297888665,0.0120027385,7.688367949,2998.4635
22828955.0,1.433833969,0.047983797,0.033356514,0.027011969,0.059218472,0.038104816,0.564367803,0.047665246,0.03286888,0.025307063,0.22770888,0.008179948,7.622199488,2980.28
22827201.0,2.241533518,0.031239659,0.063555435,0.048506288,0.093712567,0.018014578,0.466328369,0.021026019,0.041225149,0.051945582,0.21090706,0.01486354,7.560340617,2940.9725
22823081.0,0.530853001,0.011728454999999999,0.048265415,0.048606764499999996,0.261395137,0.006556706000000001,0.9064820165,0.033622971,0.07776229700000001,0.0845276425,0.3130155915,0.014351497500000001,7.540434783,2948.31
22818104.0,1.330751061,0.528520789,0.103682102,0.096519694,0.579330904,0.330997473,0.775052609,0.042749974,0.069966653,0.047871328,0.08999904,0.009764991,7.439590164,2722.89
22820552.0,6.340336851,2.987139247,0.152533403,0.227108994,0.776535758,0.000682035,1.182084767,0.141569294,0.126154837,0.264376097,0.219233993,0.007991074,7.342045918,2878.082
22825626.0,6.475777246,0.02726626,0.0952289995,0.2568468725,0.886618784,0.027483842,1.0896813975000001,0.018408786,0.048598991,0.094340869,0.225614145,0.010479081000000001,7.1795,2807.1845
22818301.0,0.43067437750000004,0.0846231305,0.103862181,0.025126185,0.036871881,0.0088959415,0.3793576155,0.0916222435,0.082264901,0.0566510525,0.060228073,0.022119271,7.133817481,2775.055
22823532.0,3.893522187,3.17352095,0.066394358,0.099153429,0.561620086,0.020346403,1.007396848,0.01570383,0.044743317,0.227830345,0.29164886,0.011254021,7.07125641,2757.79
22819834.0,0.074803703,0.001673457,0.026824734,0.034750927,0.03390937,0.001222042,0.766302002,0.0307733,0.076883433,0.148128132,0.154160564,0.016672235,7.05990051,2767.481
